log_id,date,engine_id,ata_chapter,component,text
LOG-1651,2026-04-29 07:02,97,73-10,Fuel System,Auto-Alert on Sensor S20 (Engine 97). VSV schedule error of +3.5° at N2 = 87%; FADEC trim corrected after actuator feedback cable re-rigged. Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-1652,2026-02-12 19:02,76,72-20,Fan Module / Bypass,ATA 72-20 | Engine 76: N2 speed sensor signal intermittent above FL350; EMI source identified on P-lead harness. N2 sensor and wiring harness replaced (PN: 487-Z24). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-1653,2025-10-07 10:02,12,74-10,Starter / Ignition System,"Auto-Alert on Sensor S21 (Engine 12). LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 594-C69). Tap test confirms no further delamination."
LOG-1654,2025-08-25 07:02,74,72-20,Low-Pressure Compressor (LPC / Booster),Routine Inspection of Low-Pressure Compressor (LPC / Booster) on Engine 74: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Action Taken: VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1655,2025-07-09 05:02,92,78-30,Thrust Reverser,EHM System Flag — Sensor S20 | Engine 92 | ATA 78-30: Water-in-fuel (WIF) sensor triggered during pre-flight; 0.5 cc of water found in low-point drain. Fan cowl latch replaced (PN: 884-Z67). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-1656,2025-08-21 15:02,16,78-30,Exhaust / Nozzle,Shop Finding — Engine S/N 16 | Exhaust / Nozzle: Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Disposition: Anti-ice valve replaced (PN: 591-B16) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1657,2026-05-15 22:02,20,72-20,Low-Pressure Compressor (LPC / Booster),"ACARS Engine Alert — Engine 20 Sensor S4: Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. Ground team response: High-pressure fuel pump replaced (PN: 755-B67). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1658,2025-11-15 01:02,60,79-00,Oil System,Engine 60 AOG Recovery — Oil System (ATA 79-00): AGB oil filler cap found improperly seated; oil loss estimated at 2.3 qt over 4-hour flight. Expedited action: Combustor liner replaced with serviceable unit (PN: 697-B27). Borescope post-installation confirms correct seating.
LOG-1659,2025-07-19 07:02,2,72-20,Fan Module / Bypass,EHM System Flag — Sensor S2 | Engine 2 | ATA 72-20: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1660,2025-11-15 08:02,31,72-40,Low-Pressure Turbine (LPT),Heavy Check C-Visit Finding | Engine 31 | Low-Pressure Turbine (LPT): Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Engineering disposition: Deferred per MEL 72-40-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-1661,2025-06-08 05:02,44,72-60,Accessory Gearbox (AGB),Routine Inspection of Accessory Gearbox (AGB) on Engine 44: Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Action Taken: Anti-ice valve replaced (PN: 963-X75) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1662,2025-11-06 11:02,52,73-10,Fuel System,Line Maintenance Write-Up #1662 | Fuel System (ATA 73-10): EGT margin deterioration of 22 °C noted over last 200 cycles; HPC wash scheduled. Resolution: Component removed and replaced with serviceable unit (PN: 780-X23). Ground engine run and ops check normal.
LOG-1663,2025-07-17 17:02,9,73-20,Engine Control (FADEC),Routine Inspection of Engine Control (FADEC) on Engine 9: Fan case acoustic liner panel delamination over a 6 × 4 inch area; water ingress suspected. Action Taken: Adjusted fuel-flow metering within FADEC software limits (ref SB 73-20-73-12). Cleared for revenue service.
LOG-1664,2025-12-10 06:02,1,71-10,Inlet / Nacelle,ACARS Engine Alert — Engine 1 Sensor S2: Water-in-fuel (WIF) sensor triggered during pre-flight; 0.5 cc of water found in low-point drain. Ground team response: Starter replaced (PN: 157-X68); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-1665,2025-10-08 13:02,92,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-1665 opened for Engine 92 Engine Mounts / Pylon. Finding: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Action: FADEC software updated to version 5.1.4 per SB 71-20-73-056. Ground test cycle confirms correct engine response.
LOG-1666,2025-10-11 12:02,77,73-10,Fuel System,Pilot Report — Engine 77 (Fuel System): Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Corrective Action: Pylon skin crack repaired per SRM Chapter 53 approved doubler repair. NDT re-check: no crack extension. Returned to service.
LOG-1667,2025-09-28 11:02,32,79-00,Oil System,Borescope Work Order | Engine 32 | Oil System: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Outcome: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 934-X90). WIF sensor re-tested OK.
LOG-1668,2025-09-01 06:02,77,78-30,Exhaust / Nozzle,Heavy Check C-Visit Finding | Engine 77 | Exhaust / Nozzle: Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Engineering disposition: Fan cowl latch replaced (PN: 184-B87). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-1669,2026-05-24 20:02,79,72-50,Turbine Rear Frame (TRF),Trend Analysis Report — Engine 79 Turbine Rear Frame (TRF): Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Maintenance response: Replaced O-ring seals (PN: 133-Z61) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks.
LOG-1670,2025-10-31 12:02,18,72-30,High-Pressure Compressor (HPC),Engine 18 AOG Recovery — High-Pressure Compressor (HPC) (ATA 72-30): Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Expedited action: T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-1671,2025-10-17 03:02,62,73-20,Engine Control (FADEC),Auto-Alert on Sensor S20 (Engine 62). Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. FADEC software updated to version 5.1.4 per SB 73-20-73-056. Ground test cycle confirms correct engine response.
LOG-1672,2026-02-23 14:02,17,78-30,Thrust Reverser,Engine 17 AOG Recovery — Thrust Reverser (ATA 78-30): High-pressure fuel pump discharge pressure 200 PSI below spec at max power; pump worn. Expedited action: Performed deep chemical wash and re-torqued casing bolts to 450 in-lbs per AMM 78-30-00-03.
LOG-1673,2026-01-30 12:02,49,71-20,Engine Mounts / Pylon,ACARS Engine Alert — Engine 49 Sensor S1: Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Ground team response: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-1674,2025-10-17 17:02,49,78-30,Exhaust / Nozzle,"Maintenance Debrief Engine 49 (Exhaust / Nozzle, ATA 78-30): Crew reported anomaly. Finding: T2 inlet temperature sensor iced over during descent, causing erroneous FADEC fuel schedule trim. Combustor liner replaced with serviceable unit (PN: 518-Z25). Borescope post-installation confirms correct seating."
LOG-1675,2026-05-13 14:02,3,72-40,Low-Pressure Turbine (LPT),Trend Analysis Report — Engine 3 Low-Pressure Turbine (LPT): AGB oil filler cap found improperly seated; oil loss estimated at 2.3 qt over 4-hour flight. Maintenance response: T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-1676,2026-04-28 01:02,100,72-40,Combustor Section,Pilot Report — Engine 100 (Combustor Section): Igniter plug A shows excessive electrode erosion; spark gap measured at 0.18 in (limit 0.12 in). Corrective Action: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1677,2025-10-01 15:02,76,72-40,Low-Pressure Turbine (LPT),Post-Flight Inspection Engine 76 (ATA 72-40): Bleed duct insulation blanket missing from 18-inch section; risk of overheat on adjacent hydraulic line. Pylon skin crack repaired per SRM Chapter 53 approved doubler repair. NDT re-check: no crack extension. Returned to service.
LOG-1678,2026-03-31 08:02,78,72-40,Combustor Section,Shop Finding — Engine S/N 78 | Combustor Section: EGT margin trending -30 °C over 500 cycles; borescope confirms nozzle area growth due to tip rub. Disposition: Performed MCD chip analysis per Engineering Order EO-923-A71; single isolated particle cleared by metallurgy. Ops check passed.
LOG-1679,2025-06-09 03:02,78,72-50,Turbine Rear Frame (TRF),"Heavy Check C-Visit Finding | Engine 78 | Turbine Rear Frame (TRF): Post-bird-strike inspection revealed fan blade FOD on blades 4, 7, and 11; all within blend limits. Engineering disposition: Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 699-B40)."
LOG-1680,2025-10-24 05:02,16,73-10,Fuel System,Borescope Work Order | Engine 16 | Fuel System: Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Outcome: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1681,2025-06-26 10:02,52,72-30,High-Pressure Compressor (HPC),"EHM System Flag — Sensor S9 | Engine 52 | ATA 72-30: Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. P&D valve replaced (PN: 592-X18). Engine shutdown test × 3 confirms full closure within 1.5 s. Leak check clear."
LOG-1682,2025-11-26 14:02,3,71-20,Engine Mounts / Pylon,Engine 3 AOG Recovery — Engine Mounts / Pylon (ATA 71-20): Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Expedited action: Engine mount bushings replaced per AMM 71-20-01 (PN: 411-A31). Alignment checked; free-play within 0.008 in limit.
LOG-1683,2026-02-03 00:02,4,72-20,Low-Pressure Compressor (LPC / Booster),ATA 72-20 | Engine 4: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1684,2026-03-31 08:02,39,72-30,Variable Stator Vane (VSV) System,Shop Finding — Engine S/N 39 | Variable Stator Vane (VSV) System: FADEC logged 14 EICAS maintenance messages relating to T4.5 thermocouple channel mismatch. Disposition: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1685,2026-03-14 21:02,63,72-30,High-Pressure Compressor (HPC),Post-Flight Inspection Engine 63 (ATA 72-30): LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Component removed and replaced with serviceable unit (PN: 737-C56). Ground engine run and ops check normal.
LOG-1686,2026-01-30 16:02,44,71-10,Inlet / Nacelle,Post-Flight Inspection Engine 44 (ATA 71-10): HPC casing distortion causing variable stator vane (VSV) schedule anomaly at high power settings. VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1687,2025-09-07 06:02,64,73-10,Fuel System,Shop Finding — Engine S/N 64 | Fuel System: Hot streak on turbine inlet temperature (TIT) sensor trace indicates circumferential non-uniformity in combustion. Disposition: Adjusted fuel-flow metering within FADEC software limits (ref SB 73-10-73-12). Cleared for revenue service.
LOG-1688,2025-09-25 10:02,20,36-10,Bleed Air / Anti-Ice System,ACARS Engine Alert — Engine 20 Sensor S16: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Ground team response: Oil cooler replaced (PN: 927-C73). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1689,2026-01-22 04:02,42,72-20,Fan Module / Bypass,Heavy Check C-Visit Finding | Engine 42 | Fan Module / Bypass: Oil-in-fuel indication post-maintenance; #3 bearing sump seal misassembled during last shop visit. Engineering disposition: Performed deep chemical wash and re-torqued casing bolts to 450 in-lbs per AMM 72-20-00-03.
LOG-1690,2026-04-16 09:02,85,72-50,Turbine Rear Frame (TRF),ATA 72-50 | Engine 85: N2 speed sensor signal intermittent above FL350; EMI source identified on P-lead harness. T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-1691,2025-11-10 18:02,74,78-30,Exhaust / Nozzle,Borescope Work Order | Engine 74 | Exhaust / Nozzle: Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Outcome: Sensor recalibrated against master gauge (serial #760-X32). Ground engine run at max continuous power — all params normal.
LOG-1692,2025-07-25 07:02,90,72-20,Low-Pressure Compressor (LPC / Booster),Line Maintenance Write-Up #1692 | Low-Pressure Compressor (LPC / Booster) (ATA 72-20): Sensor recalibration required: PS3 static pressure probe reading 2% high versus pitot-static reference. Resolution: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-1693,2026-03-04 23:02,60,72-30,Variable Stator Vane (VSV) System,"EHM System Flag — Sensor S9 | Engine 60 | ATA 72-30: T2 inlet temperature sensor iced over during descent, causing erroneous FADEC fuel schedule trim. T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful."
LOG-1694,2025-08-04 07:02,71,72-20,Fan Module / Bypass,"Shop Finding — Engine S/N 71 | Fan Module / Bypass: ACARS transmitted unsolicited engine exceedance event; review confirmed sensor spike, not true exceedance. Disposition: Adjusted fuel-flow metering within FADEC software limits (ref SB 72-20-73-12). Cleared for revenue service."
LOG-1695,2025-06-25 03:02,87,74-10,Starter / Ignition System,"Maintenance Debrief Engine 87 (Starter / Ignition System, ATA 74-10): Crew reported anomaly. Finding: Bleed duct insulation blanket missing from 18-inch section; risk of overheat on adjacent hydraulic line. Starter replaced (PN: 601-C17); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3."
LOG-1696,2025-12-09 19:02,62,71-10,Inlet / Nacelle,Engine 62 AOG Recovery — Inlet / Nacelle (ATA 71-10): Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Expedited action: Removed and routed to off-site MRO shop for full overhaul (work order WO-633-A73). Installed serviceable spare.
LOG-1697,2026-05-03 06:02,48,73-20,Engine Control (FADEC),ATA 73-20 | Engine 48: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Adjusted fuel-flow metering within FADEC software limits (ref SB 73-20-73-12). Cleared for revenue service.
LOG-1698,2025-07-05 18:02,11,72-30,High-Pressure Compressor (HPC),"Line Maintenance Write-Up #1698 | High-Pressure Compressor (HPC) (ATA 72-30): Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. Resolution: Fan cowl latch replaced (PN: 788-B58). All 6 latches tested for positive engagement and safety catch. Ops check complete."
LOG-1699,2026-04-29 18:02,27,72-50,Turbine Rear Frame (TRF),Trend Analysis Report — Engine 27 Turbine Rear Frame (TRF): EGT margin deterioration of 22 °C noted over last 200 cycles; HPC wash scheduled. Maintenance response: Oil cooler replaced (PN: 353-Z51). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1700,2026-04-04 13:02,99,72-40,Low-Pressure Turbine (LPT),Pilot Report — Engine 99 (Low-Pressure Turbine (LPT)): Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Corrective Action: Sensor recalibrated against master gauge (serial #730-X11). Ground engine run at max continuous power — all params normal.
LOG-1701,2025-12-10 22:02,85,73-10,Fuel System,Engine 85 AOG Recovery — Fuel System (ATA 73-10): HPC casing distortion causing variable stator vane (VSV) schedule anomaly at high power settings. Expedited action: FADEC software updated to version 5.1.4 per SB 73-10-73-056. Ground test cycle confirms correct engine response.
LOG-1702,2025-10-30 00:02,12,72-60,Accessory Gearbox (AGB),"Maintenance Debrief Engine 12 (Accessory Gearbox (AGB), ATA 72-60): Crew reported anomaly. Finding: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Carried out compressor on-wing wash per CFMI SB 72-0XXX. EGT margin recovered by 18 °C. Returned to service."
LOG-1703,2026-01-18 18:02,77,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 77 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Replaced fuel nozzle set (24 nozzles, PN: 209-X29). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-1704,2025-09-12 10:02,8,73-10,Fuel System,Pilot Report — Engine 8 (Fuel System): Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. Corrective Action: Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 508-X29).
LOG-1705,2026-05-27 05:02,6,72-40,Low-Pressure Turbine (LPT),ACARS Engine Alert — Engine 6 Sensor S15: VSV schedule error of +3.5° at N2 = 87%; FADEC trim corrected after actuator feedback cable re-rigged. Ground team response: VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1706,2025-10-22 09:02,81,72-50,Turbine Rear Frame (TRF),Engine 81 AOG Recovery — Turbine Rear Frame (TRF) (ATA 72-50): Chip light illuminated during engine ground run; chip confirmed as single ferrous sliver <1 mm. Expedited action: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 103-B96). WIF sensor re-tested OK.
LOG-1707,2025-07-11 09:02,32,36-10,Bleed Air / Anti-Ice System,EHM System Flag — Sensor S16 | Engine 32 | ATA 36-10: Thrust reverser hydraulic actuator internal leak rate measured at 18 cc/min against limit of 5 cc/min. Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 558-Z97). Tap test confirms no further delamination.
LOG-1708,2025-09-28 09:02,41,79-00,Oil System,"Non-Routine Card NRC-1708 opened for Engine 41 Oil System. Finding: Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. Action: Bleed check valve replaced (PN: 540-X58). Bleed system functional test at ground idle and max continuous — normal."
LOG-1709,2025-09-06 01:02,79,71-10,Inlet / Nacelle,"Maintenance Debrief Engine 79 (Inlet / Nacelle, ATA 71-10): Crew reported anomaly. Finding: Chip light illuminated during engine ground run; chip confirmed as single ferrous sliver <1 mm. Starter replaced (PN: 280-C74); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3."
LOG-1710,2025-07-04 13:02,93,79-00,Oil System,Trend Analysis Report — Engine 93 Oil System: FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. Maintenance response: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 678-Z93). Tap test confirms no further delamination.
LOG-1711,2026-02-25 20:02,47,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-1711 opened for Engine 47 Engine Mounts / Pylon. Finding: N2 speed sensor signal intermittent above FL350; EMI source identified on P-lead harness. Action: Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found.
LOG-1712,2026-02-12 04:02,14,71-20,Engine Mounts / Pylon,ATA 71-20 | Engine 14: Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 168-B37). WIF sensor re-tested OK.
LOG-1713,2026-01-21 15:02,83,78-30,Thrust Reverser,Trend Analysis Report — Engine 83 Thrust Reverser: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Maintenance response: Turbine Rear Frame strut repair per DER-approved repair scheme RS-453-B17. NDT re-check clear. Returned to service.
LOG-1714,2025-08-31 07:02,64,72-20,Low-Pressure Compressor (LPC / Booster),ATA 72-20 | Engine 64: Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. Hydraulic actuator seal kit replaced (PN: 776-C81). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1715,2025-09-10 14:02,87,71-20,Engine Mounts / Pylon,Trend Analysis Report — Engine 87 Engine Mounts / Pylon: Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Maintenance response: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 798-A10). Tap test confirms no further delamination.
LOG-1716,2025-05-27 06:02,14,79-00,Oil System,"Trend Analysis Report — Engine 14 Oil System: Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Maintenance response: Replaced fuel nozzle set (24 nozzles, PN: 617-B64). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-1717,2026-01-18 18:02,55,78-30,Exhaust / Nozzle,Engine 55 AOG Recovery — Exhaust / Nozzle (ATA 78-30): VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. Expedited action: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1718,2026-05-04 22:02,63,72-20,Low-Pressure Compressor (LPC / Booster),Pilot Report — Engine 63 (Low-Pressure Compressor (LPC / Booster)): Sensor recalibration required: PS3 static pressure probe reading 2% high versus pitot-static reference. Corrective Action: Deferred per MEL 72-20-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-1719,2026-03-29 01:02,26,72-60,Accessory Gearbox (AGB),Borescope Work Order | Engine 26 | Accessory Gearbox (AGB): Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Outcome: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 958-Z96). Tap test confirms no further delamination.
LOG-1720,2026-01-14 21:02,19,72-50,High-Pressure Turbine (HPT),Engine 19 AOG Recovery — High-Pressure Turbine (HPT) (ATA 72-50): Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Expedited action: N2 sensor and wiring harness replaced (PN: 107-A68). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-1721,2025-06-22 22:02,99,73-10,Fuel System,"Non-Routine Card NRC-1721 opened for Engine 99 Fuel System. Finding: T2 inlet temperature sensor iced over during descent, causing erroneous FADEC fuel schedule trim. Action: Replaced O-ring seals (PN: 297-Z86) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks."
LOG-1722,2026-03-29 06:02,88,72-30,Variable Stator Vane (VSV) System,ACARS Engine Alert — Engine 88 Sensor S7: High-pressure fuel pump discharge pressure 200 PSI below spec at max power; pump worn. Ground team response: Unison ring replaced (PN: 388-X54) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-1723,2026-03-02 11:02,86,73-10,Fuel System,"Maintenance Debrief Engine 86 (Fuel System, ATA 73-10): Crew reported anomaly. Finding: Sensor recalibration required: PS3 static pressure probe reading 2% high versus pitot-static reference. Oil cooler replaced (PN: 200-B18). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run."
LOG-1724,2025-12-30 13:02,82,72-40,Low-Pressure Turbine (LPT),Shop Finding — Engine S/N 82 | Low-Pressure Turbine (LPT): 5th-stage bleed check valve stuck open; high-pressure bleed air back-flowing into 9th-stage duct. Disposition: Applied high-temp RTV sealant (MIL-A-46146) and safety-wired mounting brackets per engineering order.
LOG-1725,2025-12-06 18:02,22,72-50,Turbine Rear Frame (TRF),Line Maintenance Write-Up #1725 | Turbine Rear Frame (TRF) (ATA 72-50): LPC booster blade erosion causing inlet distortion and increased N1 vibration. Resolution: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1726,2026-03-07 08:02,41,73-20,Engine Control (FADEC),EHM System Flag — Sensor S21 | Engine 41 | ATA 73-20: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-1727,2025-09-07 06:02,2,36-10,Bleed Air / Anti-Ice System,ATA 36-10 | Engine 2: Debris found in magnetic chip detector (MCD); metallurgical analysis confirms #3 bearing wear particles. Adjusted fuel-flow metering within FADEC software limits (ref SB 36-10-73-12). Cleared for revenue service.
LOG-1728,2026-01-03 21:02,91,72-40,Combustor Section,Borescope Work Order | Engine 91 | Combustor Section: EGT margin deterioration of 22 °C noted over last 200 cycles; HPC wash scheduled. Outcome: Combustor liner replaced with serviceable unit (PN: 470-X14). Borescope post-installation confirms correct seating.
LOG-1729,2026-05-14 03:02,70,78-30,Thrust Reverser,Borescope Work Order | Engine 70 | Thrust Reverser: 5th-stage bleed check valve stuck open; high-pressure bleed air back-flowing into 9th-stage duct. Outcome: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 198-B55). Tap test confirms no further delamination.
LOG-1730,2026-03-20 18:02,92,72-20,Low-Pressure Compressor (LPC / Booster),ATA 72-20 | Engine 92: Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. FADEC software updated to version 5.1.4 per SB 72-20-73-056. Ground test cycle confirms correct engine response.
LOG-1731,2026-03-03 01:02,31,72-20,Low-Pressure Compressor (LPC / Booster),Trend Analysis Report — Engine 31 Low-Pressure Compressor (LPC / Booster): Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Maintenance response: Anti-ice valve replaced (PN: 298-Z66) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1732,2025-08-07 10:02,65,72-50,Turbine Rear Frame (TRF),EHM System Flag — Sensor S15 | Engine 65 | ATA 72-50: Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. Removed and routed to off-site MRO shop for full overhaul (work order WO-594-X94). Installed serviceable spare.
LOG-1733,2025-10-28 16:02,67,71-10,Inlet / Nacelle,Pilot Report — Engine 67 (Inlet / Nacelle): Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Corrective Action: P&D valve replaced (PN: 648-Z47). Engine shutdown test × 3 confirms full closure within 1.5 s. Leak check clear.
LOG-1734,2025-06-07 05:02,32,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-1734 opened for Engine 32 Engine Mounts / Pylon. Finding: EGT thermocouple harness chafing against fuel line; two conductors show bare wire. Action: Hydraulic actuator seal kit replaced (PN: 517-A98). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1735,2025-10-02 09:02,12,72-40,Combustor Section,Routine Inspection of Combustor Section on Engine 12: Oil pressure fluctuation between 40–55 PSI during cruise; suspected air ingestion at oil tank vent. Action Taken: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-1736,2026-04-04 14:02,60,72-30,Variable Stator Vane (VSV) System,Post-Flight Inspection Engine 60 (ATA 72-30): Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Applied high-temp RTV sealant (MIL-A-46146) and safety-wired mounting brackets per engineering order.
LOG-1737,2025-06-20 20:02,85,72-30,High-Pressure Compressor (HPC),"Maintenance Debrief Engine 85 (High-Pressure Compressor (HPC), ATA 72-30): Crew reported anomaly. Finding: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Starter replaced (PN: 404-C65); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3."
LOG-1738,2026-05-20 05:02,78,72-30,Variable Stator Vane (VSV) System,"Shop Finding — Engine S/N 78 | Variable Stator Vane (VSV) System: ACARS transmitted unsolicited engine exceedance event; review confirmed sensor spike, not true exceedance. Disposition: T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful."
